MEDICAL LOOKUP REPORT

Found Searches:
| Name                              | Speciality                                                                                    | State   | Status                   | Link                                                                                                         | Source                                                                                                |
| BARNES, LAYNE S, DO               | Family Practice Residency                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Smothers, Lane L                  | Surgery                                                                                       |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Russell, Laine C, DO              | Family Medicine                                                                               |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Paulos, Leon E                    | Orthopedic Surgery                                                                            |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Freer, Luanne                     | Emergency Medicine                                                                            |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Dillon, LeAyn J, DO               | Obstetrics and Gynecology                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Teague, Lonnie A                  | Emergency Medicine, Family Medicine                                                           |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Kamalu, Layne K                   | Family Medicine                                                                               | UT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Turkewitz, Lanny J                | Neurology                                                                                     |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Gershan, Lynn A                   | Pediatrics                                                                                    |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Davis, Leon J                     | Family Medicine                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| ASHLEY, LYNN E                    | Family Medicine                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Toye, Leon Robert                 | Radiology                                                                                     | TN      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Reimer, Lanny B                   | Family Medicine                                                                               |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Anthony, Lina Andalkar            | Internal Medicine                                                                             | AZ      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Miao, Lin                         | Internal Medicine                                                                             | MA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Sumitra, Leena Magdalene          | Psychiatry                                                                                    | NJ      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Lindsay, Lynn Gregory             | Obstetrics and Gynecology                                                                     | CO      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Doan, Lien Nhu                    | Radiology                                                                                     | CA      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Haven, Lynne Marie                | Dermatology                                                                                   | CT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Dayton, Lynn Taylor               | Obstetrics and Gynecology                                                                     | OR      | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Miner, Lonnie Jefferson           | Pediatrics                                                                                    | UT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Rosen, Leon Besthoff              | Internal Medicine                                                                             | WI      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Marks, Lianne                     | Internal Medicine                                                                             | CO      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Mathew, Lynn Maria                | Internal Medicine                                                                             | CO      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Nguyen, Lynn Y-Nhi                | General Surgery                                                                               | MT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Westphal, Lynn Marie              | Obstetrics and Gynecology                                                                     | CO      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Spillar, Lynn Layman              |                                                                                               | AL      | N/A                      | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Pamela Williams                   | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Brian Williams                    | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Chelsea Williams                  | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| David Williams                    | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Karen Williams                    | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Gregory Williams                  | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Arthur Williams                   | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Andrew Williams                   | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RUSSELL WILLIAMS                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| EARL RONALD WILLIAMS              | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| THOMAS WILLIAMSON-KIRKLAND        | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| WILLIAM WILLIAMS                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| MATTHEW WILLIAMS                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RHONDA WILLIAMS                   | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| MARCUS WILLIAMS                   | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| SAMUEL WILLIAMS                   | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| AMY WILLIAMS                      | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| DWIGHT WILLIAMSON                 | N/A                                                                                           | AK      | Retired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| THOMAS MCWILLIAMS                 | N/A                                                                                           | AK      | Retired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| SIDNEY WILLIAMSON                 | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| MEREDITH WILLIAMS                 | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| MARK WILLIAMS                     | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| DAVID WILLIAMS                    | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ANDREW PULLIAM                    | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| PAUL WILLIAMS                     | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| EARL WILLIAMS                     | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| THOMAS WILLIAMSON-KIRKLAND        | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ROBERT PULLIAM                    | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| DEAN WILLIAMS                     | N/A                                                                                           | AK      | Retired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ERIC WILLIAMS                     | N/A                                                                                           | AK      | Inactive                 | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ANDREW PULLIAM                    | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| PAUL WILLIAMS                     | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| JENNIFER PULLIAM                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| PAUL GILLIAM                      | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| WILLIAM WILLIAMS                  | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RYAN MCWILLIAMS                   | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| DEREK WILLIAMS                    | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| SAMUEL WILLIAMS                   | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| AMY WILLIAMS                      | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| IMANI WILLIAMS-VAUGHN             | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RICHARD WILLIAMSON                | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| JOHN WILLIAMS                     | N/A                                                                                           | AK      | Retired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| THOMAS E. WILLIAMSON-KIRKLAND     | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ANDREW PULLIAM                    | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| PAUL WILLIAMS                     | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| JENNIFER PULLIAM                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| PAUL GILLIAM                      | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| WILLIAM WILLIAMS                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| DEAN WILLIAMS                     | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RYAN MCWILLIAMS                   | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| ERIC DEAN WILLIAMS                | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| AMY WILLIAMS                      | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| IMANI WILLIAMS-VAUGHN             | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| RICHARD WILLIAMSON                | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| KIRSTEN WILLIAMS                  | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| IRVINE, OLIVE A                   |                                                                                               |         | Expired                  | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Konana, Olive Sein                | Pediatrics                                                                                    | UT      | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Klinkhammer, Olivia Margaret, DO  | Family Medicine                                                                               |         | Active                   | N/A                                                                                                          | https://wybomprod.glsuite.us/GLSuiteWeb/Clients/WYBOM/Public/LicenseeSearch.aspx?SearchType=Physician |
| Elishia Oliva                     | N/A                                                                                           | AK      | Active                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| TERRY OLIVAS                      | N/A                                                                                           | AK      | Lapsed                   | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| TERRY OLIVAS                      | N/A                                                                                           | AK      | Expired                  | N/A                                                                                                          | https://www.commerce.alaska.gov/cbp/main/search/professional                                          |
| Smith, Adam James                 | Emergency Medicine                                                                            | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1774869&licID=514114&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Alan Richard               | Internal Medicine                                                                             | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1733211&licID=503148&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Alison J.                  | Emergency Medicine                                                                            | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1787887&licID=503817&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Amy Scamman                | Child and Adolescent Psychiatry (Psychiatry & Neurology)                                      | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1624720&licID=333887&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Andrew Phillip             | General Surgery                                                                               | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1773848&licID=474128&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Anthony A.                 | General Surgery                                                                               | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1646175&licID=115178&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Anthony A.                 | Surgery of the Hand (Surgery)                                                                 | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1638010&licID=478531&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Arthur E.                  | N/A                                                                                           | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1642052&licID=105045&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Ballard F.                 | Cardiovascular Disease (Internal Medicine)                                                    | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1645067&licID=111674&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Barbara L.                 | Pediatrics                                                                                    | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1614838&licID=446406&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Barry M.                   | General Practice                                                                              | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1624823&licID=307035&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Benn E.                    | Neurology                                                                                     | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1621244&licID=493468&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Bim                        | N/A                                                                                           | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1752211&licID=514983&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Bradley Paul               | General Practice                                                                              | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1726309&licID=464038&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Brenda Pearl               | Emergency Medicine                                                                            | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1633133&licID=461732&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Brian Clark                | Psychiatry                                                                                    | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1734616&licID=502614&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Brice T.                   | Diagnostic Radiology (Radiology)                                                              | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1619262&licID=119676&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Bryan C.                   | Anesthesiology                                                                                | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1626292&licID=127076&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, C Daniel                   | General Surgery                                                                               | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1629904&licID=130852&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Carl R.                    | Psychiatry                                                                                    | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1643515&licID=107478&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Carolina Kato              | Anesthesiology                                                                                | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1780687&licID=505058&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Cathleen J.                | Family Medicine                                                                               | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1621474&licID=364312&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Cathy S.                   | Internal Medicine                                                                             | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1788831&licID=514159&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Cedric O. S.               | Anesthesiology                                                                                | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1615676&licID=115442&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Charles Austin             | Internal Medicine                                                                             | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1744596&licID=468001&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Charles H.                 | Family Medicine                                                                               | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1630035&licID=499673&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Charles J.                 | Internal Medicine                                                                             | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1618180&licID=508462&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
| Smith, Charles S.                 | N/A                                                                                           | AZ      | N/A                      | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/Public/Profile.aspx?entID=1641805&licID=104785&licType=1 | https://azbomprod.azmd.gov/glsuiteweb/clients/azbom/public/webverificationsearch.aspx                 |
